candidate_id,section,sr_no,description,self,spouse,huf,dependent1,dependent2,dependent3,total,total_inr
893,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
893,Details of Immovable Assets,iv,Residential Buildings,"Cuddalore, Madhunagar, Channorpalayam S.No. 152/18 Total Area 6700 sqft Built Up Area 1300 sqft Whether Inherited Y Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 800000.00 15,00,000 15 Lacs+","Cuddalore, Manjakuppam, 872/- 874/- House No. 29, M.G.R Nagar. Total Area 2100 sqft Built Up Area 1500 sqft Whether Inherited N Purchase Date 2020-02-06 Purchase Cost 2100000.00 Development Cost 0.00 25,00,000 25 Lacs+",Nil,Nil,Nil,Nil,"Rs 40,00,000 40 Lacs+",400000040.0
893,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
893,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),"40,34,000 40 Lacs+","60,50,000 60 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,00,84,000 1 Crore+",,
893,Details of Immovable Assets,Totals Calculated,"Rs 40,34,000 40 Lacs+","Rs 60,50,000 60 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,00,84,000 1 Crore+",,
1383,Details of Immovable Assets,i,Agricultural Land,Nil,"Melkumaramangalam-Document No-1092/1996, Resurvey No-65/6C Total Area 0.15 Cents Built Up Area Whether Inherited N Purchase Date 1996-08-07 Purchase Cost 16000.00 Development Cost 637905.00 3,75,000 3 Lacs+ Melkumaramangalam-Document No-1092/1996,R.S No-68/2 Total Area 1.00 Cents Built Up Area Whether Inherited N Purchase Date 1999-12-13 Purchase Cost 9000.00 Development Cost 0.00 25,00,000 25 Lacs+ Melkumaramangalam-Document No-1092/1996, Resurvey No-121/5, Doc No-1090/1996 Total Area 0.72 Cents Built Up Area Whether Inherited N Purchase Date 1996-08-07 Purchase Cost 15000.00 Development Cost 0.00 18,00,000 18 Lacs+ Melkumaramangalam-Document No-1092/1996, Resurvey No- 121/7, Doc No-1091/1996 Total Area 0.66 1/2 Cents Built Up Area Whether Inherited N Purchase Date 1996-08-07 Purchase Cost 15000.00 Development Cost 0.00 16,62,500 16 Lacs+ Melkumaramangalam-Document No-189/1996, R.S.No-121/8,9 Total Area 0.66 1/2 Cents Built Up Area Whether Inherited N Purchase Date 1996-08-07 Purchase Cost 15000.00 Development Cost 0.00 16,62,500 16 Lacs+ Kanisapakkam Village, Doc No- 1312/2004, R.S.No-121/1A Total Area 0.48 Cents Built Up Area Whether Inherited N Purchase Date 2004-09-20 Purchase Cost 59000.00 Development Cost 0.00 24,00,000 24 Lacs+ Kanisapakkam Village, Doc No-311/2011, R.S.No-120/4A Total Area 0.73 Cents Built Up Area Whether Inherited N Purchase Date 2011-02-23 Purchase Cost 784000.00 Development Cost 0.00 36,50,000 36 Lacs+ Doc No-2777/2016, R.S.No-98/16, 96/15 Total Area 1.95 Cents Built Up Area Whether Inherited N Purchase Date 2016-10-20 Purchase Cost 2000000.00 Development Cost 0.00 42,00,000 42 Lacs+ Poornankuppam Village-Doc No-13931/2023, Doc No-9203/2025,, R.S.No-150-date-2023-05-04 , 2025-03-26 Total Area 7.47 Cents Built Up Area Whether Inherited N Purchase Date 0000-00-00 Purchase Cost 5510000.00 Development Cost 0.00 67,23,000 67 Lacs+ Poornankuppam Village-Doc No-19293/2024, R.S.No-152/1 Total Area 6.35 Cents Built Up Area Whether Inherited N Purchase Date 2024-07-12 Purchase Cost 4700000.00 Development Cost 0.00 57,15,000 57 Lacs+ Poornankuppam Village-, Doc No-29722/2024, R.S.No-150 Total Area 0.82 Cents Built Up Area Whether Inherited N Purchase Date 2024-10-23 Purchase Cost 650000.00 Development Cost 0.00 7,38,000 7 Lacs+ Poornankuppam Village-Doc No-4405/2025, R.S.No-152/1 Total Area 2.47 Cents Built Up Area Whether Inherited N Purchase Date 2025-02-13 Purchase Cost 1850000.00 Development Cost 0.00 22,23,000 22 Lacs+ Poornankuppam Village--Doc No-2724/2024, R.S.No-150 Total Area 0.82 Cents Built Up Area Whether Inherited N Purchase Date 2024-10-23 Purchase Cost 650000.00 Development Cost 0.00 7,38,000 7 Lacs+ Poornankuppam Village-Doc No-29271/2024, R.S.No-150 Total Area Built Up Area Whether Inherited N Purchase Date 2024-10-23 Purchase Cost 650000.00 Development Cost 0.00 7,38,000 7 Lacs+ Poornankuppam Village-Doc No-9207/2025, R.S.No-133/4 Total Area 0.82 Cents Built Up Area Whether Inherited N Purchase Date 2025-03-26 Purchase Cost 130000.00 Development Cost 0.00 1,40,000 1 Lacs+ Poornankuppam Village-, Doc No-9208/2025, R.S.No-133/4 Total Area Built Up Area Whether Inherited N Purchase Date 2025-03-26 Purchase Cost 260000.00 Development Cost 0.00 2,60,000 2 Lacs+ Manuppattu Village- Doc No-412/1997, R.S.No- 183/2, 183/3, 184/10, 185/16 Total Area 0.37 Cents Built Up Area Whether Inherited N Purchase Date 1997-12-10 Purchase Cost 0.00 Development Cost 0.00 8,70,000 8 Lacs+","Kandarakottai Village-Doc No. 760/1994, R.S.No-18/8A Total Area 0.70 Cents Built Up Area Whether Inherited N Purchase Date 1994-09-15 Purchase Cost 26000.00 Development Cost 811662.00 35,00,000 35 Lacs+ Melakumaramangalam Village- Doc No-1226/1994, R.S.No-111/3, 121/11 Total Area 0.39 Cents Built Up Area Whether Inherited N Purchase Date 1994-10-17 Purchase Cost 26000.00 Development Cost 0.00 9,75,000 9 Lacs+ Melakumaramangalam Village, Doc No-113/1994, R.S.No- 121/10, 121/11 Total Area 1.75 Cents Built Up Area Whether Inherited N Purchase Date 1994-10-31 Purchase Cost 73500.00 Development Cost 0.00 43,75,000 43 Lacs+ Pulavanur Village-Doc No-716/1997, R.S.No-136/4, 136/5, 139/1, 139/4, 139/5, 139/6, 139/8 Total Area 4.48 Cents Built Up Area Whether Inherited N Purchase Date 1997-06-06 Purchase Cost 200000.00 Development Cost 0.00 1,34,00,000 1 Crore+ Melkumaramangalam Village, Doc No-302/1993, R.S.No-66/2, 69/1, 70/1, 70/5, 72/2, 73/2, 41, 73/3 Total Area 5.61 Cents Built Up Area Whether Inherited N Purchase Date 1993-01-29 Purchase Cost 0.00 Development Cost 0.00 1,40,25,000 1 Crore+","Melkumaramangalam Village-R.S.No-68/3, 70/5 Total Area 1.08 1/2 Cents Built Up Area Whether Inherited N Purchase Date 2014-02-05 Purchase Cost 275000.00 Development Cost 1926410.00 27,00,000 27 Lacs+ Kandarakottai Village, R.S.No-209/1B Total Area 0.50 Cents Built Up Area Whether Inherited N Purchase Date 2014-02-03 Purchase Cost 170000.00 Development Cost 430000.00 20,00,000 20 Lacs+ Kanisappakkam Village, R.S.No-120/1 Total Area 0.52 Cents Built Up Area Whether Inherited N Purchase Date 2014-02-05 Purchase Cost 200000.00 Development Cost 0.00 26,00,000 26 Lacs+ Kanisappakkam Village-R.S.No-120/2,3 Total Area 1.01 Cents Built Up Area Whether Inherited N Purchase Date 2013-03-07 Purchase Cost 0.00 Development Cost 0.00 50,50,000 50 Lacs+ Melkumaramangalam Village-R.S.No-5/2B1A, 5/6A, 5/6C Total Area 1.00 Cents Built Up Area Whether Inherited N Purchase Date 2011-08-26 Purchase Cost 156000.00 Development Cost 0.00 25,00,000 25 Lacs+ Melkumarmangalam Village-R.S.No-111/3 Total Area 1.23 Cents Built Up Area Whether Inherited N Purchase Date 2016-01-28 Purchase Cost 1297000.00 Development Cost 0.00 30,75,000 30 Lacs+ Kandarakottai Village, R.S.No-18/3A, 16/10A Total Area 2.29 Cents Built Up Area Whether Inherited N Purchase Date 2019-06-06 Purchase Cost 900000.00 Development Cost 0.00 91,60,000 91 Lacs+ Melkumaramangalam Village, R.S.No-65/13 Total Area 0.28 Cents Built Up Area Whether Inherited N Purchase Date 2015-02-09 Purchase Cost 299000.00 Development Cost 0.00 7,00,000 7 Lacs+ Kottakkuppam Village-R.S.No-335/1, 323/1, 323/14C2A, 322/13, 323/17B3, 323/18, 323/19, 323/20, 323/21, 324/2, 324/3, 324/1B, 324/4 Total Area 4.48 1/2 Cents Built Up Area Whether Inherited N Purchase Date 2026-02-13 Purchase Cost 25734375.00 Development Cost 0.00 2,60,00,000 2 Crore+","R.S.No- 353/4, 354/1, 355/5, 356/1, 356/2, 356/4, 356/3, 356/6, 356/7, 349/1, 19/8- Kengarampalayam Village Total Area 7.41 Cents Built Up Area Whether Inherited N Purchase Date 2023-03-27 Purchase Cost 4370000.00 Development Cost 0.00 2,22,30,000 2 Crore+ R.S.No- 14/3, 350, 351, 357, 356/5 Kengarampalayam Village Total Area 7.31 Cents Built Up Area Whether Inherited N Purchase Date 2023-03-27 Purchase Cost 2200000.00 Development Cost 0.00 2,19,30,000 2 Crore+ R.S.No- 19/1, 19/2, 347/1, 347/2, 347/3, 348/1, 349/2, 19/12 Village Total Area 5.76 Cents Built Up Area Whether Inherited N Purchase Date 2023-03-30 Purchase Cost 3275000.00 Development Cost 0.00 1,72,80,000 1 Crore+","Doc No-2038/2019, R.S.No-68/4, Melkumaramangalam Village North Total Area 1.73 Cents Built Up Area Whether Inherited N Purchase Date 2019-06-14 Purchase Cost 294000.00 Development Cost 0.00 43,75,000 43 Lacs+ Doc No-699/2026 R.S.No-306/2, 306/3, 317/1, 317/3, 308/4, 307/1, 306/6, 317/2- Melkumaramangalam Village South Total Area 13.24 Cents Built Up Area Whether Inherited N Purchase Date 2026-02-26 Purchase Cost 4979000.00 Development Cost 0.00 60,00,000 60 Lacs+","Rs 19,82,70,000 19 Crore+",19827000019.0
1383,Details of Immovable Assets,ii,Non Agricultural Land,Nil,"Pulavanur Village-Doc No-717/1997, R.S.No-131/1 Total Area 25700 Sqft Built Up Area Whether Inherited N Purchase Date 1997-06-06 Purchase Cost 50000.00 Development Cost 4940840.00 77,10,000 77 Lacs+ Kanisapakkam Village-Doc No-327/2002, R.S.No-121/3B2 Total Area 6099 1/2 Sqft Built Up Area Whether Inherited N Purchase Date 2002-03-28 Purchase Cost 36000.00 Development Cost 9092000.00 61,00,000 61 Lacs+ Kanisapakkam Village-Doc No-1756/2004, R.S.No-121/10 Total Area 2900 Sqft Built Up Area Whether Inherited N Purchase Date 2004-12-15 Purchase Cost 28900.00 Development Cost 0.00 29,00,000 29 Lacs+ Manjakuppam, W7/B06/TS No.250/1A, (Old R.S No-1058) Total Area 3031 Sqft Built Up Area Whether Inherited N Purchase Date 1999-01-12 Purchase Cost 0.00 Development Cost 0.00 90,00,000 90 Lacs+","Melkumaramangalam Village-Doc No-1230/1994, Survey No-88/2 Total Area 2800 Sqft Built Up Area Whether Inherited N Purchase Date 1993-05-17 Purchase Cost 64000.00 Development Cost 0.00 14,00,000 14 Lacs+ Melkumaramangalam Village-Survey No-77/2 Total Area 1258 Sqft Built Up Area Whether Inherited N Purchase Date 1993-05-17 Purchase Cost 0.00 Development Cost 0.00 12,00,000 12 Lacs+ Melkumaramangalam Village-Survey No-90/17, 90/5 Total Area 1632 Sqft Built Up Area Whether Inherited N Purchase Date 1994-10-17 Purchase Cost 0.00 Development Cost 0.00 8,15,000 8 Lacs+","Survey No-8/3 and 8/5A- Poongunam Village, R.S.No-8/3, 8/5A Total Area 4035 1/4 Sqft Built Up Area Whether Inherited N Purchase Date 2013-03-07 Purchase Cost 0.00 Development Cost 0.00 20,17,500 20 Lacs+ Survey No-66/4- Melkumaramangalam Village, R.S.No-66/4 Total Area 1635 Sqft Built Up Area Whether Inherited N Purchase Date 2009-04-06 Purchase Cost 103400.00 Development Cost 0.00 8,17,500 8 Lacs+ Survey No-75/1-Melkumaramangalam Village, R.S.No-75/1 Total Area 4327 Sqft Built Up Area Whether Inherited N Purchase Date 2019-06-20 Purchase Cost 300000.00 Development Cost 0.00 21,63,500 21 Lacs+ Survey No-75/2, Melkumaramangalam Village, R.S.No-75/2 Total Area 3785 Sqft Built Up Area Whether Inherited N Purchase Date 2019-06-20 Purchase Cost 300000.00 Development Cost 0.00 18,92,500 18 Lacs+ R.S.No- 259/1B-Melpattampakkam Total Area 24 1/2 Sqft Built Up Area Whether Inherited N Purchase Date 2018-08-30 Purchase Cost 41167.00 Development Cost 0.00 52,32,000 52 Lacs+ R.S.No-8/3, 8/3A- Poongunam Village Total Area 10943 Sqft Built Up Area Whether Inherited N Purchase Date 2018-02-06 Purchase Cost 880000.00 Development Cost 0.00 54,71,500 54 Lacs+ R.S.No-136/6, Pulavanur Vilage Total Area 1268 3/4 Sqft Built Up Area Whether Inherited N Purchase Date 2020-09-30 Purchase Cost 85000.00 Development Cost 0.00 3,80,400 3 Lacs+ R.S.No- 136/10 Pulavanur Village Total Area 1256 1/4 Sqft Built Up Area Whether Inherited N Purchase Date 2020-09-30 Purchase Cost 84000.00 Development Cost 0.00 3,76,800 3 Lacs+ R.S.No-136/10, Pulavanur Village Total Area 1250 Sqft Built Up Area Whether Inherited N Purchase Date 2020-09-30 Purchase Cost 84000.00 Development Cost 0.00 3,75,000 3 Lacs+ R.S.No-335/3, 335/7A, Kottakuppam Village Total Area 8531.25 Sqft Built Up Area Whether Inherited N Purchase Date 2026-02-13 Purchase Cost 4265625.00 Development Cost 0.00 44,00,000 44 Lacs+","Periyavadavadi Village- Survey No-208/2A Total Area 218000 Sqft Built Up Area Whether Inherited N Purchase Date 2004-02-16 Purchase Cost 0.00 Development Cost 0.00 0 Periyavadavadi Village- Survey No- 208/3 Total Area 55808 Sqft Built Up Area Whether Inherited N Purchase Date 2004-02-16 Purchase Cost 0.00 Development Cost 0.00 0 Periyavadavadi Village- Survey No-188/8 Total Area 87200 Sqft Built Up Area Whether Inherited N Purchase Date 2004-11-22 Purchase Cost 0.00 Development Cost 0.00 0 Periyavadavadi Village- Survey No-194/1A/1B/6 Total Area 142572 Sqft Built Up Area Whether Inherited N Purchase Date 2004-03-10 Purchase Cost 0.00 Development Cost 0.00 0 Periyavadavadi Village- Survey No-208/2A, 208/3, 188/8, 194/1A/1B/6, 210/23, Vayalur Village-Survey No-37/2, Periyavarpalayam Survey No-196/26, 195/161, 195/2, 196/1, 201/1, 188/6, 208/21, 201/36, 194/3, 194/4, 194/5, 194/11, 209/14, 37/2, 24/1, 194/7, 194/8, 194/10- Areas- 218000 Sqft, 55808 Sqft, 87200 Sqft, 142572 Sqft, 54064 Sqft, 34880 Sqft, 281220 Sqft, 43164 Sqft, 436000 Sqft, 244596 Sqft, 487884 Sqft, 218000 Sqft, Dated- 2004-02-16, 2004-02-16, 2004-11-22, 2004-03-10, 2005-02-25, 2005-06-15, 2005-07-06, 2005-07-06, 2005-09-08, 2004-03-05, 2004-03-04, 2003-10-29 Total Area Built Up Area Whether Inherited N Purchase Date 0000-00-00 Purchase Cost 4011405.00 Development Cost 149118308.00 16,12,37,160 16 Crore+","Doc No-09/201, R.S.No-121/9A Total Area 5470 Sqft Built Up Area Whether Inherited N Purchase Date 2013-03-07 Purchase Cost 0.00 Development Cost 0.00 54,70,000 54 Lacs+ Doc No-1454/2015, R.S.No-121/A Total Area 1232 Sqft Built Up Area Whether Inherited N Purchase Date 2015-08-05 Purchase Cost 191000.00 Development Cost 0.00 12,32,000 12 Lacs+ Doc No-86/2018, R.S.No-120/4, 120/4B, 121/4, 121/4A Total Area 3705 Sqft Built Up Area Whether Inherited N Purchase Date 2018-01-22 Purchase Cost 249000.00 Development Cost 0.00 37,05,000 37 Lacs+ Doc No-87/2018, R.S.No-120/4, 120/4B, 121/4, 121/4A Total Area 1080 Sqft Built Up Area Whether Inherited N Purchase Date 2018-01-22 Purchase Cost 69000.00 Development Cost 0.00 10,80,000 10 Lacs+","Rs 22,49,75,860 22 Crore+",22497586022.0
1383,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1383,Details of Immovable Assets,iv,Residential Buildings,Nil,"HDFC Bank, Neyveli T.S, SB Joint A/C Total Area Built Up Area 930 sqft Whether Inherited N Purchase Date 1996-05-03 Purchase Cost 390000.00 Development Cost 0.00 10,00,000 10 Lacs+",Nil,"R.S.No-1646/3 Total Area 2332.37 Sqft Built Up Area Whether Inherited N Purchase Date 2026-03-04 Purchase Cost 60000000.00 Development Cost 0.00 6,05,00,000 6 Crore+",Nil,"R.S.No-1646/3 Total Area 2111.99 Sqft Built Up Area Whether Inherited N Purchase Date 2025-06-06 Purchase Cost 51950745.00 Development Cost 0.00 5,25,00,000 5 Crore+","Rs 11,40,00,000 11 Crore+",11400000011.0
1383,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1383,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),Nil,"6,31,05,000 6 Crore+","3,96,90,000 3 Crore+","13,74,11,700 13 Crore+","22,26,77,160 22 Crore+","7,43,62,000 7 Crore+","Rs 53,72,45,860 53 Crore+",,
1383,Details of Immovable Assets,Totals Calculated,Nil,"Rs 6,31,05,000 6 Crore+","Rs 3,96,90,000 3 Crore+","Rs 13,74,11,700 13 Crore+","Rs 22,26,77,160 22 Crore+","Rs 7,43,62,000 7 Crore+","Rs 53,72,45,860 53 Crore+",,
690,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
690,Details of Immovable Assets,ii,Non Agricultural Land,Nil,"Thodpattu Village Survey No. 29/3B, 29/4 Total Area 1825 sq.ft Built Up Area Whether Inherited N Purchase Date 2020-09-04 Purchase Cost 246200.00 Development Cost 2500000.00 45,00,000 45 Lacs+",Nil,Nil,Nil,Nil,"Rs 45,00,000 45 Lacs+",450000045.0
690,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
690,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
690,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
690,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),Nil,"45,00,000 45 Lacs+",Nil,Nil,Nil,Nil,"Rs 45,00,000 45 Lacs+",,
690,Details of Immovable Assets,Totals Calculated,Nil,"Rs 45,00,000 45 Lacs+",Nil,Nil,Nil,Nil,"Rs 45,00,000 45 Lacs+",,
892,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
892,Details of Immovable Assets,ii,Non Agricultural Land,"Pakripalayam Mooncity DS No.1,2D Total Area 1800 S.ft Built Up Area Whether Inherited N Purchase Date 2026-02-06 Purchase Cost 740000.00 Development Cost 0.00 7,40,000 7 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 7,40,000 7 Lacs+",7400007.0
892,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
892,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
892,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
892,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),"7,40,000 7 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 7,40,000 7 Lacs+",,
892,Details of Immovable Assets,Totals Calculated,"Rs 7,40,000 7 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 7,40,000 7 Lacs+",,
894,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
894,Details of Immovable Assets,ii,Non Agricultural Land,"Chellangkuppam T.S.No:10 Total Area 2400 sq ft Built Up Area Whether Inherited N Purchase Date 1996-02-02 Purchase Cost 47000.00 Development Cost 1200000.00 30,00,000 30 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 30,00,000 30 Lacs+",300000030.0
894,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
894,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
894,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
894,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),"30,00,000 30 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 30,00,000 30 Lacs+",,
894,Details of Immovable Assets,Totals Calculated,"Rs 30,00,000 30 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 30,00,000 30 Lacs+",,
686,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
686,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
686,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
686,Details of Immovable Assets,iv,Residential Buildings,"Cuddalore, Thirupadhiripuliyur, Vellimotan Street, D.S.No.1264 Total Area 1056 s.ft Built Up Area 500 sq.ft Whether Inherited Y Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 15,00,000 15 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 15,00,000 15 Lacs+",150000015.0
686,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
686,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),"15,00,000 15 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 15,00,000 15 Lacs+",,
686,Details of Immovable Assets,Totals Calculated,"Rs 15,00,000 15 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 15,00,000 15 Lacs+",,
3434,Details of Immovable Assets,i,Agricultural Land,Nil,"50 cent Land Total Area 0.50.0 1/2 Acre Built Up Area Whether Inherited N Purchase Date 2022-01-01 Purchase Cost 0.00 Development Cost 0.00 22,00,000 22 Lacs+",Nil,Nil,Nil,Nil,"Rs 22,00,000 22 Lacs+",220000022.0
3434,Details of Immovable Assets,ii,Non Agricultural Land,"16 cent land Total Area 6960 sq ft Built Up Area Whether Inherited N Purchase Date 1991-01-01 Purchase Cost 15000.00 Development Cost 0.00 7,00,000 7 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 7,00,000 7 Lacs+",7000007.0
3434,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3434,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3434,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3434,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),"7,00,000 7 Lacs+","22,00,000 22 Lacs+",Nil,Nil,Nil,Nil,"Rs 29,00,000 29 Lacs+",,
3434,Details of Immovable Assets,Totals Calculated,"Rs 7,00,000 7 Lacs+","Rs 22,00,000 22 Lacs+",Nil,Nil,Nil,Nil,"Rs 29,00,000 29 Lacs+",,
687,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
687,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
687,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
687,Details of Immovable Assets,iv,Residential Buildings,Nil,"54, Moopanar Nagar, Gondur & Post Office, Cudalur 607006 Total Area 1800 Sq.Ft. Built Up Area 1000 Sq.Ft Whether Inherited Y Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 70,00,000 70 Lacs+",Nil,Nil,Nil,Nil,"Rs 70,00,000 70 Lacs+",700000070.0
687,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
687,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),0,"70,00,000 70 Lacs+",Nil,Nil,Nil,Nil,"Rs 70,00,000 70 Lacs+",,
687,Details of Immovable Assets,Totals Calculated,Nil,"Rs 70,00,000 70 Lacs+",Nil,Nil,Nil,Nil,"Rs 70,00,000 70 Lacs+",,
32,Details of Immovable Assets,i,Agricultural Land,"Viriddhachalam Circle Vellur Total Area 3.5 Acres Built Up Area Whether Inherited N Purchase Date 2012-10-15 Purchase Cost 80000.00 Development Cost 0.00 30,00,000 30 Lacs+","Barur Survey No 148/1, 148/2, 148/4, 148/5, 148/8, 149/1, 162/20, 163/21, 148/3, 163/18, 16/6A2, 171C1, 18/8C, 18/8D, 44/8D, 44/9A Total Area 8.5 Sqft Built Up Area Whether Inherited N Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 70,00,000 70 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,00,00,000 1 Crore+",100000001.0
32,Details of Immovable Assets,ii,Non Agricultural Land,"Amery Total Area 22185 Sqft Built Up Area Whether Inherited Y Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 35,00,000 35 Lacs+","Perur 298/10 Total Area 2392 Sqft Built Up Area Whether Inherited N Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 15,00,000 15 Lacs+",Nil,Nil,Nil,Nil,"Rs 50,00,000 50 Lacs+",500000050.0
32,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
32,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
32,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
32,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),"65,00,000 65 Lacs+","85,00,000 85 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,50,00,000 1 Crore+",,
32,Details of Immovable Assets,Totals Calculated,"Rs 65,00,000 65 Lacs+","Rs 85,00,000 85 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,50,00,000 1 Crore+",,
3437,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3437,Details of Immovable Assets,ii,Non Agricultural Land,Nil,"Cuddalore Uchimedu Village Natham New Sur No 57/8 Total Area 753.48 sq ft Built Up Area Whether Inherited Y Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 2,50,000 2 Lacs+",Nil,Nil,Nil,Nil,"Rs 2,50,000 2 Lacs+",2500002.0
3437,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3437,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3437,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3437,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),Nil,"2,50,000 2 Lacs+",Nil,Nil,Nil,Nil,"Rs 2,50,000 2 Lacs+",,
3437,Details of Immovable Assets,Totals Calculated,Nil,"Rs 2,50,000 2 Lacs+",Nil,Nil,Nil,Nil,"Rs 2,50,000 2 Lacs+",,
1171,Details of Immovable Assets,i,Agricultural Land,"Kattumannarkoil Taluk, Veeranatham Revenue Village Sy No. 173/5B Total Area 42 Cents Built Up Area Whether Inherited N Purchase Date 2020-09-05 Purchase Cost 50000.00 Development Cost 0.00 2,00,000 2 Lacs+","Kattumannarkoil Taluk, ellery revenue Village Sy No. 229/3, 229/4B Total Area 1 Acres 20 Cents Built Up Area Whether Inherited N Purchase Date 2025-06-10 Purchase Cost 340000.00 Development Cost 0.00 10,00,000 10 Lacs+",Nil,Nil,Nil,Nil,"Rs 12,00,000 12 Lacs+",120000012.0
